"sub_setor","hora","media","negocios","quantidade_papeis","volume_financeiro"
"Exploracao de Imoveis",20090312,7.89,260,267500,3491408
"Exploracao de Imoveis",20090313,8.26,216,126900,1677548
"Exploracao de Imoveis",20090316,10.16,112,75300,1019007
"Exploracao de Imoveis",20090317,8.81,290,701900,9865356
"Exploracao de Imoveis",20090318,8.81,253,200900,2742645
"Exploracao de Imoveis",20090319,9.60,258,276800,4095637
"Exploracao de Imoveis",20090320,10.00,373,304000,4374638
"Exploracao de Imoveis",20090323,10.41,411,511100,7277548
"Exploracao de Imoveis",20090324,10.10,317,255100,3812052
"Exploracao de Imoveis",20090325,10.37,165,179600,2662833
"Exploracao de Imoveis",20090326,9.05,306,463900,6704574
"Exploracao de Imoveis",20090327,7.50,289,318500,4575806
"Exploracao de Imoveis",20090330,9.59,306,202100,2905526
"Exploracao de Imoveis",20090331,9.55,631,655300,9391538
"Exploracao de Imoveis",20090401,8.84,650,8915700,116137534
"Exploracao de Imoveis",20090402,9.42,920,1311500,17012688
"Exploracao de Imoveis",20090403,8.29,266,237400,3218318
"Exploracao de Imoveis",20090406,9.17,420,266800,3650239
"Exploracao de Imoveis",20090407,8.73,289,450900,6426281
"Exploracao de Imoveis",20090408,8.72,180,209100,3010295
"Exploracao de Imoveis",20090409,9.07,364,586700,8213119
"Exploracao de Imoveis",20090413,9.51,384,299400,4095528
"Exploracao de Imoveis",20090414,9.48,507,339200,4554570
"Exploracao de Imoveis",20090415,8.88,235,351800,5037230
"Exploracao de Imoveis",20090416,9.29,266,704300,10012571
"Exploracao de Imoveis",20090417,9.88,347,389200,5719100
"Exploracao de Imoveis",20090420,10.26,326,645700,9161543
"Exploracao de Imoveis",20090422,10.49,348,329400,4756749
"Exploracao de Imoveis",20090423,10.09,214,327500,4841755
"Exploracao de Imoveis",20090424,10.15,230,409900,6189624
"Exploracao de Imoveis",20090427,10.17,262,235100,3698311
"Exploracao de Imoveis",20090428,10.44,198,498200,7795220
"Exploracao de Imoveis",20090429,10.73,142,433800,6948436
"Exploracao de Imoveis",20090430,11.13,162,204700,3334729
"Exploracao de Imoveis",20090504,10.29,282,473100,8157156
"Exploracao de Imoveis",20090505,10.79,289,390300,6809313
"Exploracao de Imoveis",20090506,11.71,580,434100,7343279
"Exploracao de Imoveis",20090507,10.18,247,268900,4365581
"Exploracao de Imoveis",20090508,12.11,500,481000,8087787
"Exploracao de Imoveis",20090511,11.25,133,172100,2901660
"Exploracao de Imoveis",20090512,11.61,248,351700,6265277
"Exploracao de Imoveis",20090513,10.47,128,565700,9572340
"Exploracao de Imoveis",20090514,10.94,350,285700,4782098
"Exploracao de Imoveis",20090515,11.53,189,553300,9547867
"Exploracao de Imoveis",20090518,12.47,158,125100,2157812
"Exploracao de Imoveis",20090519,11.93,278,189300,3293995
"Exploracao de Imoveis",20090520,12.03,338,362500,6688395
"Exploracao de Imoveis",20090521,11.11,171,135900,2322964
"Exploracao de Imoveis",20090522,12.00,192,227600,3952428
"Exploracao de Imoveis",20090525,9.71,77,263100,4452503
"Exploracao de Imoveis",20090526,10.42,207,394000,6858534
"Exploracao de Imoveis",20090527,11.02,378,710800,12218725
"Exploracao de Imoveis",20090528,11.51,286,565600,9740130
"Exploracao de Imoveis",20090529,12.47,467,613700,10758920
"Exploracao de Imoveis",20090601,12.71,533,299500,5297530
"Exploracao de Imoveis",20090602,12.45,460,841800,14819564
"Exploracao de Imoveis",20090603,11.89,453,442200,7730871
"Exploracao de Imoveis",20090604,11.61,425,321400,5694409
"Exploracao de Imoveis",20090605,13.01,647,1367100,24713534
"Exploracao de Imoveis",20090608,11.19,345,852300,14776761
"Exploracao de Imoveis",20090609,12.38,140,334700,5869916
"Exploracao de Imoveis",20090610,11.55,328,253900,4265042
"Exploracao de Imoveis",20090612,12.02,949,1031700,16426675
"Exploracao de Imoveis",20090615,11.95,544,351700,5713012
"Exploracao de Imoveis",20090616,11.42,530,302200,4994003
"Exploracao de Imoveis",20090617,11.39,434,221500,3664595
"Exploracao de Imoveis",20090618,11.97,505,301100,5011037
"Exploracao de Imoveis",20090619,10.79,271,330200,5645349
"Exploracao de Imoveis",20090622,12.01,410,527200,8865512
"Exploracao de Imoveis",20090623,12.28,385,431500,7321675
"Exploracao de Imoveis",20090624,10.61,266,235500,3940177
"Exploracao de Imoveis",20090625,10.84,277,137500,2444319
"Exploracao de Imoveis",20090626,10.79,312,111900,1893592
"Exploracao de Imoveis",20090629,11.49,660,327700,5288208
"Exploracao de Imoveis",20090630,11.62,890,1093900,17651372
"Exploracao de Imoveis",20090701,10.39,583,553300,8536524
"Exploracao de Imoveis",20090702,11.59,5738,5322000,83682774
"Exploracao de Imoveis",20090703,8.80,1814,2438700,38187422
"Exploracao de Imoveis",20090706,10.13,700,535600,8310220
"Exploracao de Imoveis",20090707,10.10,522,1723300,26174643
"Exploracao de Imoveis",20090708,10.58,792,1074900,16306961
"Exploracao de Imoveis",20090710,10.66,2525,2409700,37239120
"Exploracao de Imoveis",20090713,11.31,532,450200,7266763
"Exploracao de Imoveis",20090714,10.46,814,761800,12265414
"Exploracao de Imoveis",20090715,11.52,726,1087300,18244377
"Exploracao de Imoveis",20090716,12.32,600,718800,12497801
"Exploracao de Imoveis",20090717,10.53,370,687000,11673980
"Exploracao de Imoveis",20090720,11.90,988,1646300,29980584
"Exploracao de Imoveis",20090721,11.00,991,523300,9180568
"Exploracao de Imoveis",20090722,11.60,863,518000,8909603
"Exploracao de Imoveis",20090723,12.27,1336,1687600,32555738
"Exploracao de Imoveis",20090724,11.06,327,807600,14968663
"Exploracao de Imoveis",20090727,12.92,1282,831100,15965931
"Exploracao de Imoveis",20090728,13.78,488,338500,6227176
"Exploracao de Imoveis",20090729,12.51,368,451500,8223948
"Exploracao de Imoveis",20090730,12.70,898,855900,16327476
"Exploracao de Imoveis",20090731,14.27,750,381400,7629966
"Exploracao de Imoveis",20090803,14.24,727,582600,11526856
"Exploracao de Imoveis",20090804,14.83,469,518100,10418652
"Exploracao de Imoveis",20090805,11.39,324,1657600,38846599
"Exploracao de Imoveis",20090806,11.85,322,431400,8519181
"Exploracao de Imoveis",20090807,12.54,360,599500,11954871
"Exploracao de Imoveis",20090810,14.63,498,450100,9371971
"Exploracao de Imoveis",20090811,14.89,788,377600,7786743
"Exploracao de Imoveis",20090812,13.94,790,682600,14735054
"Exploracao de Imoveis",20090813,13.08,367,708200,15741075
"Exploracao de Imoveis",20090814,12.38,389,880400,19149113
"Exploracao de Imoveis",20090817,12.33,290,830400,17160289
"Exploracao de Imoveis",20090818,14.99,394,691700,15153284
"Exploracao de Imoveis",20090819,15.75,466,899900,18947209
"Exploracao de Imoveis",20090820,14.67,387,189900,4229894
"Exploracao de Imoveis",20090821,15.11,1015,1375100,28940194
"Exploracao de Imoveis",20090824,14.86,325,506500,11200524
"Exploracao de Imoveis",20090825,16.17,382,323800,7256028
"Exploracao de Imoveis",20090826,15.25,570,1253400,30964070
"Exploracao de Imoveis",20090827,15.18,694,1161500,23106864
"Exploracao de Imoveis",20090828,15.40,673,747300,14725722
"Exploracao de Imoveis",20090831,13.35,799,948700,18167718
"Exploracao de Imoveis",20090901,15.55,701,833000,16653772
"Exploracao de Imoveis",20090902,14.93,647,328500,6678609
"Exploracao de Imoveis",20090903,12.59,441,406100,8199802
"Exploracao de Imoveis",20090904,13.87,389,584200,11673921
"Exploracao de Imoveis",20090908,14.64,920,570000,12079099
"Exploracao de Imoveis",20090909,14.57,1294,857000,17783529
"Exploracao de Imoveis",20090910,14.75,1024,754500,15092866
"Exploracao de Imoveis",20090911,14.93,711,554100,11584770
"Exploracao de Imoveis",20090914,15.36,932,743900,15963656
"Exploracao de Imoveis",20090915,16.24,1122,612600,13790872
"Exploracao de Imoveis",20090916,16.61,2205,1094200,25583381
"Exploracao de Imoveis",20090917,16.06,656,630800,14414709
"Exploracao de Imoveis",20090918,16.81,503,1173000,28796592
"Exploracao de Imoveis",20090921,16.72,592,306300,7194220
"Exploracao de Imoveis",20090922,15.98,732,525700,12612822
"Exploracao de Imoveis",20090923,16.67,1584,1281600,31523336
"Exploracao de Imoveis",20090924,16.85,1216,1601500,38798894
"Exploracao de Imoveis",20090925,17.00,3484,3002400,80003200
"Exploracao de Imoveis",20090928,17.17,4043,3563200,93994126
"Exploracao de Imoveis",20090929,17.10,3342,2325000,56571365
"Exploracao de Imoveis",20090930,17.17,2497,2216900,57782428
"Exploracao de Imoveis",20091001,16.93,1429,1771600,43657381
"Exploracao de Imoveis",20091002,16.22,2362,1614300,37352439
"Exploracao de Imoveis",20091005,16.67,2886,2139400,50578338
"Exploracao de Imoveis",20091006,16.48,3366,1423200,35078805
"Exploracao de Imoveis",20091007,16.81,2612,1676200,43347237
"Exploracao de Imoveis",20091008,17.08,1761,1131600,25009953
"Exploracao de Imoveis",20091009,16.73,1936,758400,17887041
"Exploracao de Imoveis",20091013,17.12,2159,938200,23485652
"Exploracao de Imoveis",20091014,18.08,3302,1620300,40587698
"Exploracao de Imoveis",20091015,17.98,2004,915600,22408117
"Exploracao de Imoveis",20091016,17.96,1173,410500,10203761
"Exploracao de Imoveis",20091019,17.96,1735,1774500,49078287
"Exploracao de Imoveis",20091020,17.24,2440,1007700,24712243
"Exploracao de Imoveis",20091021,17.05,1065,850400,20751625
"Exploracao de Imoveis",20091022,16.57,1069,1262000,34873023
"Exploracao de Imoveis",20091023,16.53,1823,1278300,31148457
"Exploracao de Imoveis",20091026,16.63,1220,541600,11321203
"Exploracao de Imoveis",20091027,16.65,1078,397300,8616590
"Exploracao de Imoveis",20091028,14.92,1425,1683300,34053251
"Exploracao de Imoveis",20091029,16.19,760,796900,17375209
"Exploracao de Imoveis",20091030,16.44,1218,716000,15705558
"Exploracao de Imoveis",20091103,15.83,1505,1143100,24496546
"Exploracao de Imoveis",20091104,15.62,1284,851600,17504220
"Exploracao de Imoveis",20091105,16.68,1087,821600,17506123
"Exploracao de Imoveis",20091106,16.77,817,777200,16285873
"Exploracao de Imoveis",20091109,16.87,1197,844000,20830000
"Exploracao de Imoveis",20091110,16.50,1370,667300,15447856
"Exploracao de Imoveis",20091111,17.14,1094,486100,11134230
"Exploracao de Imoveis",20091112,17.64,2585,1388700,33584438
"Exploracao de Imoveis",20091113,18.17,2347,758800,18360760
"Exploracao de Imoveis",20091116,18.58,2805,1004100,24870417
"Exploracao de Imoveis",20091117,18.63,1524,547300,13970684
"Exploracao de Imoveis",20091118,18.97,1509,1395400,36584127
"Exploracao de Imoveis",20091119,19.00,856,1019500,28430170
"Exploracao de Imoveis",20091123,18.98,1905,1204700,31622958
"Exploracao de Imoveis",20091124,18.50,1510,502300,13017752
"Exploracao de Imoveis",20091125,19.41,1945,1350000,34966017
"Exploracao de Imoveis",20091126,20.20,1726,926200,25564823
"Exploracao de Imoveis",20091127,19.22,1651,1844900,50889275
"Exploracao de Imoveis",20091130,20.11,8785,10183400,276926953
"Exploracao de Imoveis",20091201,20.46,3804,1977300,55800309
"Exploracao de Imoveis",20091202,20.57,1709,1132100,30005496
"Exploracao de Imoveis",20091203,19.90,906,653400,19233418
"Exploracao de Imoveis",20091204,19.92,940,354000,9178771
"Exploracao de Imoveis",20091207,19.52,1385,777400,19227647
"Exploracao de Imoveis",20091208,18.66,2853,1577400,42695825
"Exploracao de Imoveis",20091209,18.72,1479,1660800,40570618
"Exploracao de Imoveis",20091210,19.61,1031,1283700,34159533
"Exploracao de Imoveis",20091211,19.07,691,737100,21468057
"Exploracao de Imoveis",20091214,19.84,962,845900,23838742
"Exploracao de Imoveis",20091215,19.66,1305,904100,23054736
"Exploracao de Imoveis",20091216,19.79,3221,1301800,35960238
"Exploracao de Imoveis",20091217,19.17,3041,2581600,60848676
"Exploracao de Imoveis",20091218,18.53,1584,963000,24539249
"Exploracao de Imoveis",20091221,19.24,1325,876600,24464423
"Exploracao de Imoveis",20091222,20.31,2288,1415500,38344466
"Exploracao de Imoveis",20091223,18.69,605,769100,20628051
"Exploracao de Imoveis",20091228,18.65,2136,669800,16967958
"Exploracao de Imoveis",20091229,19.06,1288,572600,13588232
"Exploracao de Imoveis",20091230,18.99,1611,982000,25795294
"Exploracao de Imoveis",20100104,19.71,2111,1212700,30378958
"Exploracao de Imoveis",20100105,19.27,1118,1303300,32959922
"Exploracao de Imoveis",20100106,20.19,1644,1097900,27199910
"Exploracao de Imoveis",20100107,19.47,2078,547300,13400392
"Exploracao de Imoveis",20100108,20.01,1665,467900,12000755
"Exploracao de Imoveis",20100111,19.61,1537,1076200,27955652
"Exploracao de Imoveis",20100112,19.00,1023,558600,15273668
"Exploracao de Imoveis",20100113,18.98,2129,1967400,50182497
"Exploracao de Imoveis",20100114,17.89,1677,2208200,49516865
"Exploracao de Imoveis",20100115,18.92,2084,2006300,44497513
"Exploracao de Imoveis",20100118,19.04,763,1047000,25920928
"Exploracao de Imoveis",20100119,18.53,3886,2568700,58296034
"Exploracao de Imoveis",20100120,19.57,4343,21931400,484965326
"Exploracao de Imoveis",20100121,18.35,3633,2499600,57415214
"Exploracao de Imoveis",20100122,17.80,1640,890800,20313637
"Exploracao de Imoveis",20100126,18.13,1905,1303200,31137330
"Exploracao de Imoveis",20100127,16.92,2812,2688200,64588206
"Exploracao de Imoveis",20100128,17.92,1990,3725900,96967593
"Exploracao de Imoveis",20100129,16.55,1424,1564700,33770283
"Exploracao de Imoveis",20100201,17.36,1748,1662500,35679952
"Exploracao de Imoveis",20100202,18.19,1251,1133800,24661038
"Exploracao de Imoveis",20100203,18.40,1723,1952000,47993727
"Exploracao de Imoveis",20100204,17.81,1979,1681800,37037458
"Exploracao de Imoveis",20100205,17.89,1745,665800,14929401
"Exploracao de Imoveis",20100208,18.11,1089,384600,9071658
"Exploracao de Imoveis",20100209,18.37,1681,1320600,30743718
"Exploracao de Imoveis",20100210,18.53,1135,467700,10983069
"Exploracao de Imoveis",20100211,18.91,915,252800,6518585
"Exploracao de Imoveis",20100212,18.46,870,1011900,25510524
"Exploracao de Imoveis",20100217,19.03,1934,1021000,25153506
"Exploracao de Imoveis",20100218,18.70,1610,842800,20341852
"Exploracao de Imoveis",20100219,18.46,1692,1015400,23876384
"Exploracao de Imoveis",20100222,18.34,1511,907800,21713333
"Exploracao de Imoveis",20100223,18.18,1055,588300,14820642
"Exploracao de Imoveis",20100224,18.32,1310,476300,11808325
"Exploracao de Imoveis",20100225,17.92,1833,838600,20340653
"Exploracao de Imoveis",20100226,18.30,2159,1630600,41202206
"Exploracao de Imoveis",20100301,19.29,1005,482900,11878689
"Exploracao de Imoveis",20100302,19.39,2360,784500,19778765
"Exploracao de Imoveis",20100303,19.05,2218,945700,24566029
"Exploracao de Imoveis",20100304,18.43,2544,1303700,31377197
"Exploracao de Imoveis",20100305,18.07,3566,3270300,79551215
"Exploracao de Imoveis",20100308,15.01,3298,5138800,83300169
"Exploracao de Imoveis",20100309,14.80,2679,2430000,50555875
"Exploracao de Imoveis",20100310,15.39,4622,4910000,93688087
"Exploracao de Imoveis",20100311,16.00,1142,1723100,37682152
"Exploracao de Imoveis",20100312,15.44,1620,1157900,23771767
"Exploracao de Imoveis",20100315,14.65,1219,531500,11033490
"Exploracao de Imoveis",20100316,16.22,2993,2246800,50806294
"Exploracao de Imoveis",20100317,15.95,2685,1389300,34164137
"Exploracao de Imoveis",20100318,15.43,2144,1467500,27931472
"Exploracao de Imoveis",20100319,14.72,1894,785800,16610712
"Exploracao de Imoveis",20100322,15.83,1930,1965800,37116162
"Exploracao de Imoveis",20100323,15.56,1501,2006800,35334021
"Exploracao de Imoveis",20100324,15.99,1180,1959200,42564958
"Exploracao de Imoveis",20100325,15.13,2009,1547700,32800763
"Exploracao de Imoveis",20100326,15.06,2420,1958000,38929211
"Exploracao de Imoveis",20100329,15.40,3277,2025700,43909594
"Exploracao de Imoveis",20100330,15.60,1735,1385700,27976601
"Exploracao de Imoveis",20100331,14.95,3321,1518700,32737423
"Exploracao de Imoveis",20100401,15.32,1885,2506700,38270616
"Exploracao de Imoveis",20100405,14.71,1183,782700,13750707
"Exploracao de Imoveis",20100406,16.33,1399,1712000,27710966
"Exploracao de Imoveis",20100407,16.62,1700,510300,11148239
"Exploracao de Imoveis",20100408,15.05,1353,1095800,25427092
"Exploracao de Imoveis",20100409,14.23,2296,1291000,27951644
"Exploracao de Imoveis",20100412,14.99,1148,913300,18885277
"Exploracao de Imoveis",20100413,15.50,1666,1373500,28194170
"Exploracao de Imoveis",20100414,15.34,1653,1253000,22494154
"Exploracao de Imoveis",20100415,16.20,1548,1050600,22783441
"Exploracao de Imoveis",20100416,16.04,1436,532900,11246488
"Exploracao de Imoveis",20100419,16.52,1377,685700,15376604
"Exploracao de Imoveis",20100420,16.06,1955,720200,17191072
"Exploracao de Imoveis",20100422,16.27,2462,1429400,32580144
"Exploracao de Imoveis",20100423,16.62,1487,1318100,22879811
"Exploracao de Imoveis",20100426,15.67,1125,592700,13030053
"Exploracao de Imoveis",20100427,16.64,1084,999000,26392634
"Exploracao de Imoveis",20100428,15.82,1254,1204600,27854159
"Exploracao de Imoveis",20100429,16.08,802,647100,14432228
"Exploracao de Imoveis",20100430,16.68,1723,1309400,27429417
"Exploracao de Imoveis",20100503,16.88,1765,654000,15075663
"Exploracao de Imoveis",20100504,16.57,1728,1191500,24441415
"Exploracao de Imoveis",20100505,17.03,2044,989800,21929603
"Exploracao de Imoveis",20100506,17.10,1873,1211800,28743484
"Exploracao de Imoveis",20100507,15.89,1895,2197800,39389817
"Exploracao de Imoveis",20100510,15.71,1972,743400,16383992
"Exploracao de Imoveis",20100511,17.29,1309,894100,20743657
"Exploracao de Imoveis",20100512,16.88,1458,1489100,34132194
"Exploracao de Imoveis",20100513,17.69,3125,1341800,35124408
"Exploracao de Imoveis",20100514,15.38,2424,831200,20937775
"Exploracao de Imoveis",20100517,17.14,2601,1232400,26483883
"Exploracao de Imoveis",20100518,17.91,1737,1186700,27641814
"Exploracao de Imoveis",20100519,15.32,3228,2008000,42596951
"Exploracao de Imoveis",20100520,14.61,2423,2048500,31987901
"Exploracao de Imoveis",20100521,16.34,1771,1371400,29854921
"Exploracao de Imoveis",20100524,16.65,2421,825900,18018635
"Exploracao de Imoveis",20100525,16.15,2192,1358000,28052494
"Exploracao de Imoveis",20100526,15.68,4244,3371800,71178407
